0.000000000000000000e+00,1.000000000000000000e+00,1.050000000000000044e+00
9.496607707740244153e-02,1.003012958443869840e+00,1.022889577661195259e+00
2.190936471215368109e-01,1.049570933221978031e+00,9.867473374579811551e-01
3.423038935971651764e-01,1.148017523736292844e+00,9.522858406270136022e-01
4.758189998097777096e-01,1.309140768176748404e+00,9.196462017700699487e-01
6.308077713959473476e-01,1.549826557565836538e+00,8.907807371680616093e-01
8.232740631831281242e-01,1.897964791633145021e+00,8.695158457275132813e-01
1.075879475865402668e+00,2.396715371685574247e+00,8.636519136870141056e-01
1.418033621957440538e+00,3.104325713020505972e+00,8.884580831075017393e-01
1.881206432489612501e+00,4.083010540415621392e+00,9.706817424766216451e-01
2.498479315407468704e+00,5.396457540848671464e+00,1.153644488863967421e+00
3.312052537076364711e+00,7.123540694780841953e+00,1.509236278009202570e+00
4.371702077315947399e+00,9.348661839551290598e+00,2.155607004790629500e+00
5.710234992676479493e+00,1.209790068203765045e+01,3.260594747269486504e+00
7.311114264383501649e+00,1.525991929905174516e+01,5.005402451250171580e+00
9.131769780849445795e+00,1.862811558921136523e+01,7.564736130437022865e+00
1.114631843412025347e+01,2.196715608557248345e+01,1.115083949349684289e+01
1.335681957054273816e+01,2.496604056663703375e+01,1.609684927959754219e+01
1.547139246917110356e+01,2.685019720270792831e+01,2.202061978548405818e+01
1.712020443884047438e+01,2.720919605794745522e+01,2.775334734209701182e+01
1.848013632705316667e+01,2.604160236849955012e+01,3.376867967326526099e+01
1.930547153583815501e+01,2.348246779624828662e+01,3.895445113008423021e+01
1.960126261020008442e+01,1.986058375456992309e+01,4.306578132247442880e+01
1.938362764187790077e+01,1.560993202865533647e+01,4.590926428058090636e+01
1.872088951168074544e+01,1.124685185571444102e+01,4.745902063296385620e+01
1.771375395168305644e+01,7.140072249696535422e+00,4.790836485084474106e+01
1.645054560925460763e+01,3.471885510558974541e+00,4.751543504348556723e+01
1.500778854740630663e+01,3.324609507148093002e-01,4.651975941612001009e+01
1.347618725959499741e+01,-2.218419974609421086e+00,4.515250176420962447e+01
1.178706711752727898e+01,-4.366468004152569193e+00,4.345991929802524822e+01
9.626596255386459688e+00,-6.352940346423317841e+00,4.117521826505655724e+01
7.038591414557627601e+00,-7.877268438534890116e+00,3.841260041502656719e+01
4.390869980618361090e+00,-8.696212044921663775e+00,3.565931179445821897e+01
2.114161999297364147e+00,-8.931287841704728336e+00,3.338795319899737279e+01
3.190136498565314671e-01,-8.872400195645930410e+00,3.166026135453919110e+01
-1.173406950894711365e+00,-8.694458532216749802e+00,3.025434004174158886e+01
-2.572562265634831036e+00,-8.455189200955260276e+00,2.894202143002711836e+01
-3.765061640249829367e+00,-8.238474707133439878e+00,2.780688354710591170e+01
-4.628460328114117672e+00,-8.119405181818741823e+00,2.696552624715558721e+01
-5.318281350896088000e+00,-8.094045265187311600e+00,2.628758604694010970e+01
-5.894046902353012207e+00,-8.165754390485217229e+00,2.574252876773153176e+01
-6.397236580924677618e+00,-8.334821722518416465e+00,2.532527683615789016e+01
-6.861379114055103479e+00,-8.596895428289755614e+00,2.504577353473154844e+01
-7.313941833131186954e+00,-8.940630171613822341e+00,2.492593032255233254e+01
-7.774949482710539428e+00,-9.342797291525563708e+00,2.499733341531536013e+01
-8.251795936828020928e+00,-9.759477962479442326e+00,2.529432620548715960e+01
-8.728821634951284381e+00,-1.011617897523305842e+01,2.583176768245510146e+01
-9.160936352263346905e+00,-1.031738866171651559e+01,2.656575932553806396e+01
-9.493766505738074457e+00,-1.029106776429772019e+01,2.739066281773307310e+01
-9.685967191590179937e+00,-1.001357079394686878e+01,2.818548257302401439e+01
-9.707539648790239895e+00,-9.503282475246395578e+00,2.883164147296665192e+01
-9.547850674612973876e+00,-8.838584256518466020e+00,2.921283051734732084e+01
-9.246070484913424536e+00,-8.160169546408635455e+00,2.927619368347247431e+01
-8.861814066163457682e+00,-7.565316159723534106e+00,2.906370237047564942e+01
-8.438142258288891639e+00,-7.095039692351261529e+00,2.863019347608033982e+01
-8.011554168237545070e+00,-6.776982986698252276e+00,2.801875095146119676e+01
-7.621557920730526625e+00,-6.638358277887285830e+00,2.726991526949917244e+01
-7.316275385632187600e+00,-6.711051172468901704e+00,2.643248763963063652e+01
-7.159435712980929623e+00,-7.036966110423335863e+00,2.558320099542349269e+01
-7.225415183565435662e+00,-7.626196192412711738e+00,2.489595943473981521e+01
-7.506047993771285398e+00,-8.350640830108387647e+00,2.457411676926420085e+01
-7.940465201342802537e+00,-9.105594431025949120e+00,2.465065557966153520e+01
-8.456212087817281287e+00,-9.776076406068382241e+00,2.510974684967128567e+01
-8.961690241694631354e+00,-1.023943969768410511e+01,2.585713130062886833e+01
-9.384299358215162812e+00,-1.042867353007108555e+01,2.675347933588578897e+01
-9.679496133785690404e+00,-1.032856207684951855e+01,2.767065205396439964e+01
-9.815239308122842843e+00,-9.951973623632833110e+00,2.849422431659795762e+01
-9.766460650983185943e+00,-9.345630981075101928e+00,2.910662200615682238e+01
-9.539259670576937467e+00,-8.626310645201936467e+00,2.940399981844756638e+01
-9.188704169327429838e+00,-7.936753130520471267e+00,2.937730939231578731e+01
-8.769104241011648426e+00,-7.349736994261606426e+00,2.908482194310918345e+01
-8.319378718714144583e+00,-6.899122835644036833e+00,2.857811940144991425e+01
-7.876248968828003072e+00,-6.612104424820513415e+00,2.789837389988951344e+01
-7.481470326005414506e+00,-6.517021350160136173e+00,2.708643598702309774e+01
